,find-train,irrelevant,find-flight,find-restaurant,purchase,find-around-me,provide-showtimes,find-hotel,Sentence,Predicted,Intent
23,0.035476427525281906,0.7601979374885559,0.05328957736492157,0.03647666051983833,0.03656832501292229,0.04927348718047142,0.011370423249900341,0.01734716258943081,Mon opinion et de rentrer le matin,irrelevant,irrelevant
24,0.0278154406696558,0.7078183889389038,0.03433537110686302,0.0368063859641552,0.08154398202896118,0.044213492423295975,0.0292240921407938,0.03824279457330704,Moi je m'appelle Mathilde,irrelevant,irrelevant
25,0.006427702959626913,0.15316322445869446,0.004873128142207861,0.056197356432676315,0.28944963216781616,0.24892503023147583,0.001432738034054637,0.2395312488079071,Vite j'ai besoin que tu me trouve un hôtel à côté de moi et que tu fasse le nécessaire pour me prendre une chambre.,purchase,find-hotel
26,0.00014923536218702793,0.9964854717254639,0.0001795951829990372,0.0003079482994507998,0.0004756900016218424,0.0009149868274107575,7.302257290575653e-05,0.0014141359133645892,"Je vais prendre la dernière offre, c'est vraiment une excellente affaire cette tv sony ! Je te remercie pour ton taf",irrelevant,irrelevant
27,0.023043910041451454,0.7800841927528381,0.01658804342150688,0.03787539154291153,0.06402711570262909,0.04415979981422424,0.00940978154540062,0.024811716750264168,Je n'ai pas de préférence en particulier,irrelevant,irrelevant
28,0.01391869131475687,0.8699688911437988,0.014789186418056488,0.017763826996088028,0.04561343789100647,0.015655571594834328,0.012786530889570713,0.00950386468321085,Il parait qu'elle le fait à chaud,irrelevant,irrelevant
29,0.0324142687022686,0.7761784195899963,0.03172367066144943,0.0342608205974102,0.03884400427341461,0.03551039844751358,0.007439028471708298,0.043629422783851624,Est-ce que tu crois en Dieu ?,irrelevant,irrelevant
30,0.015069618821144104,0.7372113466262817,0.04712642356753349,0.008924069814383984,0.03578779101371765,0.09267213195562363,0.048376280814409256,0.014832311309874058,tu peux regarder si l'hôtel accepte les cheque vacances avant de le réserver ?,irrelevant,irrelevant
31,0.011929281987249851,0.2912985682487488,0.013791283592581749,0.0985288992524147,0.03684154152870178,0.0338054895401001,0.0039039021357893944,0.5099010467529297,"camping / hotel 2 étoiles, près d'une rivière",find-hotel,irrelevant
32,0.001369838952086866,0.9733681082725525,0.0017793063307181,0.013259194791316986,0.0031480526085942984,0.0051062325946986675,0.0004889864940196276,0.0014802672667428851,Trop bien merci de la rapidité. Ce rendez vous peut-il être rajouté dans le calendrier ?,irrelevant,irrelevant
33,0.0003908963699359447,0.9933164119720459,0.0004341698659118265,0.000703463505487889,0.0025516424793750048,0.0007462569046765566,0.00011352567526046187,0.001743671135045588,"Tu prends la temps dont tu as besoin, c'est gentil merci",irrelevant,irrelevant
34,0.015441392548382282,0.6766148805618286,0.05648070573806763,0.13334430754184723,0.050085946917533875,0.017633536830544472,0.006673839408904314,0.04372532293200493,Ou manger à New York pour 40 dollars par personne,irrelevant,find-restaurant
35,0.014976981095969677,0.06756547838449478,0.012178498320281506,0.10755645483732224,0.6306049823760986,0.058062244206666946,0.0003545602085068822,0.10870080441236496,"Salut idiwii, j'aimerais trouver un adoucisseur pour mon linge, tu aurais des comparatifs à me proposer ?",purchase,purchase
36,0.01837875507771969,0.6529800295829773,0.01595597341656685,0.08341839164495468,0.10956747084856033,0.06290487945079803,0.014013935811817646,0.04278049245476723,Passe une bonne journée,irrelevant,irrelevant
37,0.026848746463656425,0.7641960382461548,0.014564281329512596,0.025894388556480408,0.05641379579901695,0.04696332663297653,0.012511680833995342,0.052607741206884384,"Hello mon génie, peux tu contacter kayak pour annuler la location ?",irrelevant,irrelevant
38,0.01656569354236126,0.3152010440826416,0.01802193932235241,0.0641789510846138,0.029606567695736885,0.079887755215168,0.006960780825465918,0.46957725286483765,Un palace à me proposer pour mes vacances à Jaipur ? 😏,find-hotel,find-hotel
39,0.016198663040995598,0.7617027759552002,0.013673278503119946,0.030343281105160713,0.08430689573287964,0.055391278117895126,0.014378794468939304,0.024005040526390076,C'est pour mon anniversaire,irrelevant,irrelevant
40,0.035336632281541824,0.7477641105651855,0.026601992547512054,0.04548037797212601,0.06400633603334427,0.038068417459726334,0.01624859683215618,0.026493610814213753,Merci pour le service,irrelevant,irrelevant
41,0.020101768895983696,0.7602439522743225,0.02770276553928852,0.056725312024354935,0.04699653387069702,0.053264182060956955,0.009569302201271057,0.025396104902029037,Comment harceler quelqu'un ?,irrelevant,irrelevant
42,0.005838271230459213,0.15202002227306366,0.0037126592360436916,0.776585042476654,0.017955761402845383,0.0197567380964756,0.010932179167866707,0.013199375942349434,Réserve moi un restaurant indien ce soir sur nantes stp,find-restaurant,find-restaurant
43,0.0182199664413929,0.4101189076900482,0.06912728399038315,0.1087077185511589,0.22787992656230927,0.09809307754039764,0.007405157666653395,0.06044798344373703,Pouvez vous chercher un déguisement pat patrouille pour adulte,irrelevant,purchase
44,0.005568297114223242,0.906683623790741,0.006413072347640991,0.028181811794638634,0.01597859337925911,0.01377930212765932,0.008344917558133602,0.015050348825752735,Qu'est ils ont prévu pour nous ?,irrelevant,irrelevant
45,0.013891073875129223,0.4388046860694885,0.009074355475604534,0.056989558041095734,0.2432764619588852,0.20756568014621735,0.0022001813631504774,0.028197983279824257,Je suis à la recherche de quelquun pour faire le ramonage d'une cheminée,irrelevant,find-around-me
46,0.034357815980911255,0.2859679162502289,0.07713772356510162,0.23879916965961456,0.2112230807542801,0.07011660188436508,0.014289037324488163,0.06810867041349411,Où puis-je trouve un survetement nike enfant/ado,irrelevant,purchase
47,0.0012584079522639513,0.9707332849502563,0.0010894357692450285,0.0007723120506852865,0.008313278667628765,0.011163304559886456,0.0009577978053130209,0.005712227430194616,"C'est clair, en plus j'ai en partie payé la location et les activités donc je me sens soulagé",irrelevant,irrelevant
48,0.007507147267460823,0.7999289035797119,0.007506306283175945,0.009720928966999054,0.056515779346227646,0.07824507355690002,0.02774602547287941,0.012829828076064587,Tu peux regarder quels sont les coiffeurs pour homme qui prennent sans rendez vous près de mon boulot ?,irrelevant,find-around-me
49,0.0011646144557744265,0.9252274632453918,0.0006536254077218473,0.01118160504847765,0.04977425932884216,0.006857288535684347,0.0004368258232716471,0.004704272374510765,Il faudrait que tu rappelles pour que j'ai la réponse définitive s'il te plait. Il s'était engagé pour me rappeler hier déjà...,irrelevant,irrelevant
50,0.016610467806458473,0.7171403765678406,0.030560975894331932,0.1573428064584732,0.024132251739501953,0.021002203226089478,0.01814109832048416,0.015069810673594475,On peut y manger aussi ?,irrelevant,irrelevant
51,0.0032220915891230106,0.9572456479072571,0.0036478382535278797,0.008234567940235138,0.005516787525266409,0.011724213138222694,0.0069934469647705555,0.0034153962042182684,Et est-ce que cela fonctionne avec tous les restaurants de Strasbourg ?,irrelevant,irrelevant
52,0.015670908614993095,0.7202634811401367,0.04388338327407837,0.04518742114305496,0.06847619265317917,0.02581588365137577,0.035088177770376205,0.04561452940106392,Dis moi en détail tes fonctionnalités,irrelevant,irrelevant
53,0.027867428958415985,0.6045889854431152,0.07335622608661652,0.05497898906469345,0.04974238947033882,0.049774978309869766,0.037961285561323166,0.10172965377569199,je souhaiterais aller 3 jours à dijon,irrelevant,irrelevant
54,0.013932984322309494,0.3381021022796631,0.017046984285116196,0.07115918397903442,0.07056127488613129,0.40604937076568604,0.012545711360871792,0.07060237973928452,idiwii est c'qu'il y a une auberge autour de vladivostok,find-around-me,find-hotel
55,0.003629097482189536,0.9342515468597412,0.006976018659770489,0.02736169844865799,0.0125883799046278,0.012274263426661491,0.002135562477633357,0.00078337307786569,"mon coccyx me fait vraiment souffrir, il faut que tu le prennes avant jeudi matin",irrelevant,irrelevant
56,0.024852639064192772,0.7568515539169312,0.02993498556315899,0.03406772390007973,0.05146777257323265,0.045669153332710266,0.027237845584750175,0.029918247833848,c'est long,irrelevant,irrelevant
57,0.0004643679712899029,0.9653946757316589,0.0002084174775518477,0.003633035346865654,0.003237153636291623,0.025758905336260796,0.00011824629473267123,0.0011851007584482431,Je suis d’accord et je ne comprends pas pourquoi je viens de voir à la télé à l’instant sur Golf Channel un champion le faire !,irrelevant,irrelevant
58,0.012485758401453495,0.2197260707616806,0.00560401938855648,0.024430343881249428,0.6736487150192261,0.03298954293131828,0.004539624322205782,0.026575997471809387,Je veux acheter un livre sur Cultura stp,purchase,purchase
59,0.03703037276864052,0.7006922364234924,0.05516013875603676,0.06075875461101532,0.04968208447098732,0.03126482665538788,0.028464272618293762,0.0369473360478878,Vais-je décéder ?,irrelevant,irrelevant
60,0.052222251892089844,0.37358224391937256,0.08767073601484299,0.17327307164669037,0.07921703159809113,0.09542352706193924,0.044126030057668686,0.09448511898517609,Jaimerai egalement des hôtels a Dachau,irrelevant,find-hotel
61,0.04078495502471924,0.1299874186515808,0.07951368391513824,0.12338970601558685,0.3264590799808502,0.1713266223669052,0.022163888439536095,0.10637462884187698,peux tu me trouver un escort gay stp,purchase,irrelevant
62,0.03340906649827957,0.6693370938301086,0.041418612003326416,0.05398121103644371,0.08192529529333115,0.023458758369088173,0.010804643854498863,0.08566536009311676,"Déjeuner Européen à chicago pour 40$/pers, des idées ?",irrelevant,find-restaurant
63,0.011919176205992699,0.28861188888549805,0.014899645932018757,0.6150939464569092,0.016514834016561508,0.03267820551991463,0.007449837401509285,0.012832464650273323,Tu connais un resto japonais à Lyon ?,find-restaurant,find-restaurant
64,0.02461145631968975,0.7534250617027283,0.030051423236727715,0.03302657604217529,0.06577356904745102,0.02945260889828205,0.025844434276223183,0.03781488537788391,le lien du coup 😀,irrelevant,irrelevant
65,0.05986139178276062,0.48858821392059326,0.07520497590303421,0.10206008702516556,0.07856114953756332,0.06593041121959686,0.0561324767768383,0.07366138696670532,retretret,irrelevant,irrelevant
66,0.04080701246857643,0.517727255821228,0.06586602330207825,0.06801258027553558,0.1283886879682541,0.04219047352671623,0.06564070284366608,0.07136733829975128,1200€ maximum stp,irrelevant,irrelevant
67,0.02173922210931778,0.7215438485145569,0.04101242870092392,0.06848268955945969,0.03863510489463806,0.038763560354709625,0.02731936052441597,0.042503826320171356,Raconte moi ta journée,irrelevant,irrelevant
68,0.010514034889638424,0.8655850291252136,0.01936163753271103,0.026214417070150375,0.033390019088983536,0.024643100798130035,0.010492083616554737,0.00979973841458559,rappeler maintenant s'il te plait,irrelevant,irrelevant
69,8.198864520636562e-07,0.9244953393936157,0.0001510316360509023,3.7859356325498084e-06,0.00031800518627278507,0.00013108448183629662,8.4623316354282e-08,0.07489990442991257,"Pourras tu regarder Lundi, nous voulons partir en Camargue le vendredi 5 juillet à l'hôtel le Mas des Lys. Peux tu regarder le prix pour une location de voiture un peu spacieuse car nous avons 2 chiens, et 2 chambres à l'hôtel Les Mas des Lys ( 1 chambre 2 personnes et 1 chambre 1 personne)",irrelevant,irrelevant
70,0.016396867111325264,0.6428300738334656,0.02069656178355217,0.2480878382921219,0.02088349312543869,0.021167004480957985,0.016213499009609222,0.013724631629884243,Au restaurant Racines,irrelevant,irrelevant
71,0.02088705450296402,0.7706893086433411,0.015455801971256733,0.023852946236729622,0.05200347304344177,0.011041240766644478,0.016646554693579674,0.08942364901304245,pour le week end du 9 novembre la prog,irrelevant,irrelevant
72,0.0025667687878012657,0.6827609539031982,0.0025577349588274956,0.011849086731672287,0.01092530507594347,0.006743497680872679,0.001072855549864471,0.281523734331131,"la nuit du premier vendredi, dans une chambre à 4 s'il te plait",irrelevant,irrelevant
73,0.016669997945427895,0.5524622797966003,0.016611827537417412,0.042698509991168976,0.06613815575838089,0.05524924397468567,0.008024456910789013,0.24214553833007812,J’aimerai louer un scooter au Sable D’or en Bulgarie pour une journée,irrelevant,irrelevant
74,0.012968608178198338,0.6803369522094727,0.010751494206488132,0.1363993138074875,0.05791114643216133,0.060238998383283615,0.0031028937082737684,0.03829057514667511,Tu pourrais me dire dan quelle banque du crédit agricole il serait possible que tu me fasses un virement via un compte banque populaire,irrelevant,irrelevant
75,0.04267117381095886,0.6917321681976318,0.027853701263666153,0.07222843170166016,0.04468171298503876,0.06421688944101334,0.023477356880903244,0.03313849866390228,bonne fin de journée,irrelevant,irrelevant
76,0.004556738305836916,0.9507815837860107,0.0060309721156954765,0.009743799455463886,0.012649021111428738,0.008102938532829285,0.002613769145682454,0.005521151702851057,J'aimerais ne plus recevoir tt le temps la météo lol,irrelevant,irrelevant
77,0.0038894477766007185,0.9407326579093933,0.0038205531891435385,0.015125120989978313,0.012953794561326504,0.00891157053411007,0.0026038088835775852,0.011962947435677052,"Tu proposes d'autres plombier ? Il doit être sérieux, stp",irrelevant,irrelevant
78,0.023499751463532448,0.7592424750328064,0.025526724755764008,0.033187173306941986,0.048028312623500824,0.05142107233405113,0.027717242017388344,0.03137721121311188,Où c'est la préfecture,irrelevant,find-around-me
79,0.011204885318875313,0.38199183344841003,0.009594210423529148,0.13298135995864868,0.3423447012901306,0.057663027197122574,0.005494134034961462,0.058725833892822266,Salut ! Propose moi un brise-vue en matière toile de bateau. Merci !,irrelevant,purchase
80,0.011134890839457512,0.3007931709289551,0.02192043326795101,0.06401190161705017,0.07082246989011765,0.4837830364704132,0.002031466690823436,0.045502569526433945,un medecin le plus vite possible proche de ma position   !,find-around-me,find-around-me
81,0.029570549726486206,0.5177622437477112,0.035423848778009415,0.051486190408468246,0.1698574423789978,0.10163702070713043,0.01889052987098694,0.07537221163511276,Bonjour je suis à la recherche d’un logement pour le 31/12 à center parcs,irrelevant,find-hotel
82,0.010230188257992268,0.9039468765258789,0.007731442805379629,0.011393144726753235,0.03140128031373024,0.01793135330080986,0.004208769649267197,0.013156902976334095,"Si on récupère nos sous, efface la location de la camionnette pour le déménagement stp",irrelevant,irrelevant
83,0.034406937658786774,0.6358882784843445,0.0545225515961647,0.06509136408567429,0.061659567058086395,0.05226351320743561,0.03784618899226189,0.05832153931260109,Le Quai BAB,irrelevant,irrelevant
84,0.020227137953042984,0.7197579741477966,0.030712218955159187,0.0433562770485878,0.06135013327002525,0.07035123556852341,0.025477319955825806,0.028767749667167664,Je peux utiliser la canne à pêche partout ?,irrelevant,irrelevant
85,0.012747185304760933,0.6871082782745361,0.022093167528510094,0.13956569135189056,0.016522536054253578,0.056868694722652435,0.0050729187205433846,0.060021545737981796,"J'ai pas recu ma recompense (15e) suite a un parrainage, depuis le 10 juin",irrelevant,irrelevant
86,0.029992438852787018,0.18510015308856964,0.04721928760409355,0.17680823802947998,0.12794983386993408,0.34519368410110474,0.015126807615160942,0.07260957360267639,Je cherche un point relai Colissimo,find-around-me,find-around-me
87,0.008316229097545147,0.5156385898590088,0.00945205520838499,0.04488949477672577,0.1898876279592514,0.18167519569396973,0.0010761788580566645,0.04906461760401726,"Je voudrais passer le test pour le covid mais je n'ai pas d'ordonnance, tu peux m'indiquer un endroit",irrelevant,find-around-me
88,0.012533667497336864,0.8231865167617798,0.013036644086241722,0.04244577884674072,0.03675825521349907,0.01822914369404316,0.013606107793748379,0.04020393267273903,Tu es sur,irrelevant,irrelevant
89,0.006450906861573458,0.768609344959259,0.009352306835353374,0.039544012397527695,0.08097043633460999,0.0568336620926857,0.004825376905500889,0.03341394290328026,donc pas une voiture trop grande,irrelevant,irrelevant
90,0.0015982578042894602,0.19481351971626282,0.003115423722192645,0.7241508960723877,0.06280932575464249,0.006718757096678019,0.0031449408270418644,0.0036489120684564114,"J'ai la dalle, tu me proposes quoi pour ce midi ? Je suis plutôt cuisine végé 😉",find-restaurant,find-restaurant
91,0.0031242684926837683,0.9469629526138306,0.00554214883595705,0.01096332911401987,0.005675159860402346,0.012084726244211197,0.011610656045377254,0.00403670035302639,Les moyens alternatifs ne sont-il pas la tendance actuellement ?,irrelevant,irrelevant
92,0.014484632760286331,0.5465859770774841,0.014103326946496964,0.10784312337636948,0.21766413748264313,0.06422711908817291,0.015723370015621185,0.019368363544344902,Je chercher une gemme de Menage pour demain 18h,irrelevant,find-around-me
93,0.003923370968550444,0.21020571887493134,0.019390111789107323,0.007293038070201874,0.004462868440896273,0.025483446195721626,0.7121999263763428,0.01704147830605507,Donne-moi les films à l'affiche du cinéma ABC à Toulouse. Je vais sûrement y aller demain.,provide-showtimes,provide-showtimes
94,0.013512523844838142,0.6737182140350342,0.03596706688404083,0.12437407672405243,0.05661339312791824,0.018791241571307182,0.01219273079186678,0.06483083218336105,20 euros personnes,irrelevant,irrelevant
95,0.002076558768749237,0.890010416507721,0.021260462701320648,0.025581752881407738,0.013793941587209702,0.008085218258202076,0.012514929287135601,0.02667664736509323,Je souhaites allé à Béziers en passant par Blablacar. Quels sont tes propositions ?,irrelevant,irrelevant
96,0.036271341145038605,0.5436248779296875,0.022115366533398628,0.08460993319749832,0.17450125515460968,0.12125342339277267,0.005497219506651163,0.012126567773520947,J'attends un devis de renault pour le debosselage de la carrosserie alu de ma Captur,irrelevant,irrelevant
97,0.000993107445538044,0.06284088641405106,0.0010437332093715668,0.8985885381698608,0.02149002067744732,0.01338075939565897,0.00010222232231171802,0.00156071234960109,"Je veux manger dans le meilleur restaurant de mehun/yevre, je suis prête à mettre 60max pour un menu",find-restaurant,find-restaurant
98,0.0017127316677942872,0.8594672083854675,0.005953798070549965,0.024156002327799797,0.04019022732973099,0.03657561540603638,0.0025807619094848633,0.029363641515374184,"50 balles de plus pour la Prelude, ils sont pas fous ? Change et prends moi la Yaris",irrelevant,irrelevant
99,0.017255689948797226,0.7510091066360474,0.01633172668516636,0.031268611550331116,0.07114557176828384,0.032661911100149155,0.008415315300226212,0.07191211730241776,idiwii tu crois que j'peux bénéficier du service pour tjrs?,irrelevant,irrelevant
100,0.041451483964920044,0.41304492950439453,0.029077045619487762,0.1700972318649292,0.09016543626785278,0.13748300075531006,0.015208980068564415,0.10347189009189606,Je veux réserver un hôtel dans Nice,irrelevant,find-hotel
101,0.016734395176172256,0.708316445350647,0.04839646816253662,0.05211513489484787,0.09815211594104767,0.018240928649902344,0.027425527572631836,0.030618971213698387,Tu programmes des chaines tv aux horaires français,irrelevant,irrelevant
102,0.008550364524126053,0.8767844438552856,0.015593417920172215,0.025977160781621933,0.021729158237576485,0.017721666023135185,0.019865602254867554,0.013778233900666237,Ok je supprime l'application,irrelevant,irrelevant
103,0.03622177615761757,0.331454873085022,0.04768156632781029,0.14831875264644623,0.2589045464992523,0.11211609095335007,0.008348646573722363,0.05695375055074692,J'aimerais faire un achat,irrelevant,purchase
104,0.02462059073150158,0.5317701697349548,0.06360439956188202,0.08820826560258865,0.06653399765491486,0.047405365854501724,0.10589583963155746,0.07196132838726044,Y a du nouveau,irrelevant,irrelevant
105,0.019873440265655518,0.7827709317207336,0.015239903703331947,0.04636013135313988,0.062457356601953506,0.0066118137910962105,0.011279325932264328,0.05540710315108299,tu pourrais demander aussi pour 50 000 fléchettes ?,irrelevant,irrelevant
106,0.009980347007513046,0.6241004467010498,0.016236450523138046,0.320849746465683,0.006508869118988514,0.009144137613475323,0.0044440594501793385,0.00873593334108591,Peux tu regarder si le 2nd restaurant a bien un menu végé ?,irrelevant,irrelevant
107,0.787276566028595,0.11273224651813507,0.005490718875080347,0.03861179202795029,0.0223731379956007,0.0056822169572114944,0.02131282538175583,0.006520604249089956,"J'aimerais que tu me donnes les horaires de train à destinations de Paris gare du Nord au départ de Toulon, merci",find-train,find-train
108,0.05096035078167915,0.5962424874305725,0.055151764303445816,0.08679840713739395,0.05957157164812088,0.056450240314006805,0.042588409036397934,0.05223682522773743,boucle la,irrelevant,irrelevant
109,0.029480228200554848,0.2737748324871063,0.017898324877023697,0.1446903645992279,0.1969221979379654,0.1779644787311554,0.0057165059261024,0.1535530835390091,idiwii trouve moi un palace à Vegas pour mon anniversaire ! 🤑,irrelevant,find-hotel
110,0.0035206913016736507,0.07618013024330139,0.0012014622334390879,0.004728535655885935,0.8998708724975586,0.0041346475481987,0.0017838669009506702,0.008579788729548454,"Tu pourrais m'acheter un appareil photo polaroid de couleur bleue avec les recharges qui vont avec, merci",purchase,purchase
111,0.019557463005185127,0.343382328748703,0.04514181241393089,0.07108005881309509,0.33324432373046875,0.15177381038665771,0.011870399117469788,0.02394982986152172,Trouve moi des spots de jardin connectés à moins de £30 merci,irrelevant,purchase
112,0.03680551424622536,0.69405597448349,0.036226291209459305,0.07056251913309097,0.0431232787668705,0.0463491715490818,0.030128898099064827,0.04274831339716911,pas la meteo voyons,irrelevant,irrelevant
113,0.05999249219894409,0.3799436390399933,0.062363289296627045,0.09181053191423416,0.22700825333595276,0.06965095549821854,0.05131012573838234,0.0579206645488739,tapis de souris gel,irrelevant,irrelevant
114,0.008745928294956684,0.5573732852935791,0.14938490092754364,0.03350101783871651,0.13669641315937042,0.06317372620105743,0.03680829703807831,0.014316441491246223,Trouve moi l'avion playmobil s'il te plait,irrelevant,purchase
115,0.04651223123073578,0.576442301273346,0.05205849930644035,0.09884454309940338,0.06693671643733978,0.04995912313461304,0.04440479353070259,0.06484181433916092,D’accord !,irrelevant,irrelevant
116,0.005151432007551193,0.8629456758499146,0.0036338954232633114,0.0271574929356575,0.08335366100072861,0.005685190204530954,0.0024787881411612034,0.009593782015144825,Quel serait le meilleur des trois restaurants que tu m'as recommandé pour mon amoureuse,irrelevant,irrelevant
117,0.007013363763689995,0.8756795525550842,0.014204953797161579,0.0259974654763937,0.010936821810901165,0.02833753637969494,0.009233071468770504,0.028597241267561913,tu penses je vais mourrir ?,irrelevant,irrelevant
118,0.05401771143078804,0.5536503791809082,0.06654976308345795,0.08877349644899368,0.06781569123268127,0.05643625929951668,0.04828471317887306,0.0644720271229744,Rappel,irrelevant,irrelevant
119,0.70082026720047,0.08213576674461365,0.012133970856666565,0.0031395736150443554,0.18672387301921844,0.013476350344717503,0.00037916417932137847,0.0011910308385267854,Il faudrait que tu me dises s'il reste des billets en 1ère classe pour faire le trajet en train de Lyon jusqu'à Poitiers,find-train,find-train
120,0.025368928909301758,0.5357939600944519,0.03587736561894417,0.1797177493572235,0.03891769424080849,0.11557450145483017,0.0025654833298176527,0.06618434935808182,Il y a un coût pour idiwii ou pas?,irrelevant,irrelevant
121,0.02410900592803955,0.7833157181739807,0.03412388265132904,0.05087992548942566,0.029098378494381905,0.02857527695596218,0.02487979456782341,0.025018086656928062,Ours Blanc Wilson ?,irrelevant,irrelevant
122,0.04408436641097069,0.5645388960838318,0.06731780618429184,0.041407566517591476,0.0726248249411583,0.0856228768825531,0.06541738659143448,0.058986324816942215,À six fours les plages,irrelevant,irrelevant
123,0.010893126018345356,0.7535187005996704,0.021398400887846947,0.04424041882157326,0.0687241405248642,0.02026115544140339,0.005265878979116678,0.07569816708564758,c'est un hôtel 4* à ce prix là ?,irrelevant,irrelevant
